coutry_tag;header;body;class
MT;More Civilians Killed As Nagorno-Karabakh Conflict Deepens;Azerbaijan and Armenia accused each other of killing civilians by shelling cities in and around Nagorno-Karabakh on Wednesday, in an escalation of a month-long conflict over the mountain enclave that has defied three ceasefires.Azerbaijan said 21 people were killed when Armenian shells hit the town of Barda, northeast of Nagorno-Karabakh. Armenian-backed officials in Nagorno-Karabakh said Azeri shells had fallen on the enclave’s two largest cities, killing one person.Both sides denied each other’s claims.The worst fighting in the South Caucasus for nearly 30 years has raised fears of a wider war that could suck in Russia and Turkey, an ally of Azerbaijan. It also poses a threat to pipelines carrying oil and gas from Azerbaijan to world markets.The International Committee of the Red Cross said it had witnessed shelling in urban areas on both sides of the front line. It said a volunteer from the Azerbaijan Red Crescent Society had been killed and two others injured in the shelling.“These latest exchanges signal that the Nagorno-Karabakh conflict risks spiralling out of control,” Martin Schuepp, the ICRC’s Eurasia regional director, said in a statement. “Civilian lives are being lost at an alarming rate.”Nagorno-Karabakh is internationally recognised as part of Azerbaijan but is populated and controlled by ethnic Armenians. About 30,000 people were killed in a 1991-94 war in the region.The prosecutor general of Azerbaijan’s office said 21 people had been killed and 70 wounded in Barda.The Emergency and Rescue Service of ethnic Armenian-controlled Nagorno-Karabakh said shells had fallen on Stepanakert, the enclave’s largest city. It said a civilian had been killed and two wounded by shelling in another city, Shushi, 15 km (nine miles) to the south.Armenia’s defence ministry also said a maternity hospital in Stepanakert had been hit. There were no reports of casualties.Armenia’s defence ministry also confirmed on Wednesday that Azerbaijan had seized the strategic town of Gubadli between the enclave and the Iranian border, an apparent military gain that could make a diplomatic solution more difficult.Azerbaijan rejects any solution that would leave Armenians in control of the enclave, which it considers to be illegally occupied. Armenia regards the territory as part of its historic homeland and says the population there needs its protection.The Nagorno-Karabakh defence ministry has recorded 1,068 military deaths since fighting erupted on Sept. 27. Azerbaijan has not disclosed its military casualties. Russia has estimated as many as 5,000 deaths in total.The latest of three ceasefires was brokered in Washington on Sunday. U.S. President Donald Trump called the renewed fighting “disappointing” and Secretary of State Mike Pompeo urged both sides to pursue a diplomatic solution.The OSCE Minsk Group, formed to mediate the conflict and led by France, Russia and the United States, was due to meet the Azeri and Armenian foreign ministers in Geneva on Thursday but this has not been confirmed. Turkey has demanded a bigger role in the group.;N
NL;Armenia, Azerbaijan and Russia have signed an agreement to end the Nagorno-Karabakh conflict from Tuesday, Armenian Prime Minister Nikol Pasjinian has said. A Kremlin representative confirmed the peace deal, Russian agencies report.;"The President of Azerbaijan, Ilham Aliyev, also confirmed that he had signed the agreement on the night of Monday to Tuesday. ""This declaration signed by three countries will be crucial in the conflict,"" he said in an online meeting with Russian President Vladimir Putin.Putin told interfax news agency that the treaty provides for a Russian peacekeeping force. It is stationed along the front line in Nagorno-Karabakh. According to Aliyev, Turkey will also assist in keeping the peace in the region.""The decision was made on the basis of a thorough analysis of the military situation and in consultation with the best experts,"" Pasjinian said on social media. ""This is not a victory, but you cannot be defeated until you consider yourself defeated. We will never do that. This will be the beginning of an era of national unity and rebirth,"" the prime minister said.Pasjinian says he will address the nation ""in the coming days."" Further details will then follow.Azerbaijan admits shooting down Russian helicopterOn Monday, another Russian army helicopter was shot down in Armenia, near the border with Azerbaijan. Two crew members were killed. Azerbaijan acknowledged shooting down the helicopter and has apologized.Fighting between Armenia and Azerbaijan over the enclave of Nagorno-Karabakh flared up at the end of September. The region, with about 145,000 inhabitants, is controlled by Armenian forces, but is recognised by the United Nations (UN) as part of predominantly Muslim Azerbaijan.Government building in Armenia stormedFollowing the announcement of the deal, large-scale unrest erupted in the Armenian capital Yerevan, where protesters have stormed and occupied the government building. Videos circulated on social media show protesters smashing furniture, doors and windows and entering Prime Minister Pasjinian's office.The government building is occupied by hundreds of protesters, who make Pasjinian a traitor. The police haven't intervened yet. According to some reports, protesters also want to go to the prime minister's residence.Experts see Pasjinian's decision as a surrender. Azerbaijani President Aliyev also spoke on the night of Monday to Tuesday of a ""capitulation"" from the Armenian side.";N
NL;Armenia will have more time to withdraw troops from the northwest of the enclave of Nagorno-Karabakh. Azerbaijani President Ilham Aliyev agreed to a later deadline on Sunday, according to an adviser to the president.;"According to a peace agreement reached earlier this month, the Armenians had until Sunday to leave the Kalbajar region, which had been captured by Azerbaijan in the war that flared up in the disputed region at the end of September. The Armenians are now given ten days longer (until 25 November) to surrender the area to Azerbaijan.Armenia argued that it needed more time, because there is only one way through which the withdrawal can take place. Troops are now allowed to stay in Kalbajar longer and Armenian residents of the area will also be given more time to pack their belongings. Residents set fire to homes before fleeing to Armenia.According to the peace agreement, Azerbaijan is allowed to keep the conquered territories. The Armenian opposition sees the deal as treason and even plotted a coup, the national security service NSS reported on Saturday. Part of that plan was the killing of Prime Minister Nikol Pasjinian.Last week, the Armenian authorities rounded up 10 prominent opposition figures suspected of organising ""illegal and violent unrest"" on a large scale.Other regions in Nagorno-Karabakh that conquered Azerbaijan have subsequent withdrawal deadlines. They remain unchanged.";N
NL;Fighting around the strategically important city of Shushi in Nagorno-Karabakh has flared up, local authorities say. Also in the capital of the area, Stepanakert, saturday- on Sunday night was very unsettled. Among other things, several air alarms could be heard.;Authorities said on Facebook that residential areas were randomly fired with rockets and that the destruction was devastating. However, there is not (yet) any evidence for that claim. There are no casualties.A spokeswoman for the Defense Ministry in the Armenian capital Yerevan said on Saturday that the situation around Shushi was particularly tense. According to her, the armed forces would have the situation under control and do everything they can to defeat the enemy. Azerbaijan is reportedly sending new troops to capture Shushi.The Defense Ministry in Baku, the capital of Azerbaijan, accused Armenia of shooting at Azerbaijani cities. On Saturday, Azerbaijani President Ilham Aliyev again announced that more territory, including Shushi, had been captured in Nagorno-Karabakh. But conquest of that city is denied by Armenia.The heavy fighting for Nagorno-Karabakh has been going on since 27 September. Nagorno-Karabakh, which has a population of about 145,000, is controlled by Armenian forces but is recognized by the United Nations as part of predominantly Muslim Azerbaijan. Azerbaijan can count on Turkey's support in the conflict. Russia, on the other hand, is armenia's protective power.;A
PL;Shocking entry from an Azeri club employee. He called for genocide;"Karabakh's communications manager, Agdam Nurlan Ibrahimov, has been temporarily suspended by UEFA pending clarification. He is accused, as you can read in the press release, of racist and discriminatory behavior. Specifically, this is one entry that Ibrahimow posted on social media.In it, Ibrahimov was to call for ""killing all Armenians, young and old, without exception."" He later deleted his post, but many users saw it and saved it.";E
PL;Betrayal or the end of bloodshed? The cessation of the war for Nagorno-Karabakh divided the Armenians [CORRESPONDENCE FROM EYIVAN];"Protests continue in Armenia following the signing of a peace agreement with Azerbaijan on Nagorno-Karabakh. In the streets of Yerevan, shouts of ""go away"" and ""traitor"" are heard, directed at Prime Minister Pashinyan, who is its signatory.For some it is a betrayal, for others it is the end of bloodshed - the decision to suspend the war over Nagorno-Karabakh divided the country.From the entry into force of the peace agreement on November 10, several hundred to several thousand protesters have been appearing on the streets of Yerevan every day. They are demanding the resignation of the government and withdrawal from the contract.Including there was an incursion into the parliament, robberies in the government building, arrests and scuffles with the police. Most of the marches and protests, however, are peaceful.";E
PL;Nagorno-Karabakh: Macron tries to mediate. Another 50 soldiers are dead;"French President Emmanuel Macron has tried to mediate between Armenia and Azerbaijan, which are waging a bloody conflict over Nagorno-Karabakh. So far, he has not been able to reach an agreement. Another 50 soldiers have died, the president of the separatist Nagorno-Karabakh Republic reported on Saturday.Armenia said Saturday it would use ""all necessary measures"" to protect ethnic Armenians from an attack by Azerbaijan. The conflict in Nagorno-Karabakh has been going on for the seventh day now, and the international calls for a truce have failed.The fights concern Nagorno-Karabakh, an ethnic Armenian enclave in Azerbaijan that broke away from it in the 1990s. The death toll is at least 230 people. On Saturday, the president of the internationally unrecognized Republic of Nagorno-Karabakh, Arajik Harutiunian, announced that another 50 soldiers were killed.The clashes are the worst since the 1990s. The international community is concerned about destabilizing the region, which is rich in oil and gas.Emmanuel Macron tries to mediateOn Friday, French President Emmanuel Macron called Armenian Prime Minister Nikol Pashinyan and Azerbaijan President Ilham Aliyev with a new mediation proposal, but the parties stuck in their positions.""According to the president of Azerbaijan, Armenia's leaders are fully responsible for breaking the negotiations and armed confrontation,"" was the statement from the Aliyev office after the French president's call. Pashinyan, on the other hand, in his television address, compared the conflict to the war with Ottoman Turkey at the beginning of the 20th century.""This is the new Sardarapat [the battle that made independent Armenia possible] and we all have to commit ourselves to one goal - fighting for victory,"" he said.";N
PL;The fight for Nagorno-Karabakh does not stop. Stepanakert was evacuated [CORRESPONDENCE];Although there is contradictory information as to who controls the strategic city of Shushi, one thing is certain - the situation of the Nagorno-Karabakh and Armenia troops is not very good.23-year-old Dawid and 30-year-old Sos Sargisjanowie are brothers. The younger one is a student of mathematics at the University of Stepanakert, and the older one is a graduate, and has been working as a programmer for six years. They inherited their passion for this field from their father, also a mathematician. Currently, however, they have to defend their hometown of Shushi (Azerbaijani Susa), where a tough battle is fought between Azerbaijan forces and the republic of Nagorno-Karabakh and Armenia, which is not recognized by the world.On November 8, Baku announced the seizure of the city, and representatives of the republic and Yerevan denied it.;A
PL;Nagorno-Karabakh. The Polish Ministry of Foreign Affairs is responding to the conflict between Armenia and Azerbaijan in the Caucasus;On Sunday, Minister of Foreign Affairs Zbigniew Rau referred to the conflict in Nagorno-Karabakh. “The only sensible road ahead of Armenia and Azerbaijan is a ceasefire,” he wrote on Twitter.“I am observing the development of the situation in Nagorno-Karabakh with concern. The only reasonable path ahead of Armenia and Azerbaijan is a ceasefire, de-escalation and negotiations,” Polish Minister of Foreign Affairs Zbigniew Rau referred to the conflict in Nagorno-Karabakh on Sunday.Concern over information about armed clashes in this region was expressed in a separate entry by the Ministry of Foreign Affairs. “We call for an end to fighting, de-escalation and resumption of peace talks, especially within the OSCE Minsk Group,” it was written.Nagorno-Karabakh disputeAzerbaijan and Armenia blame each other for the escalation of the situation in Nagorno-Karabakh. According to the Armenian authorities, it was Azerbaijani forces that attacked civilian settlements in the Nagorno-Karabakh region. In turn, Azerbaijan’s defense ministry said that Armenian armed forces “carried out large provocations” and fired on positions of the Azerbaijani army and border towns.The escalation of the conflict resulted in the introduction of martial law in Armenia and general mobilization, as announced by the country’s prime minister Nikol Pashinyan on Sunday. The Azerbaijani authorities do not see the need for military mobilization at present.Recording provided by the Armenian militaryReutersThe armed conflict over Nagorno-Karabakh broke out in 1988, just before the collapse of the USSR. The clashes turned into a war between the already independent Armenia and Azerbaijan: it consumed approx. 30 thousand. fatalities. In 1994 an armistice was signed. Unrecognized by the world, mostly inhabited and Armenian-controlled enclave, although it has declared secession, formally remains part of Azerbaijan. Clashes between Armenia and Azerbaijan forces have intensified in recent months.;A
PT;Russia says there is agreement to cease fire between Armenia and Azerbaijan in Nagorno-Karabakh;"Russian President Vladimir Putin said on Tuesday that Azerbaijan and Armenia had reached an agreement to cease fire in the Nagorno-Karabakh region, the scene of armed conflicts since the end of September.According to the RT, the Executive revealed that Russian peacekeepers will be deployed along the contact line and the road link between the region and Armenia.Moscow announced the launch of the first six Russian peacekeepers to Nagorno-Karabakh, totaling 1,960 military personnel, 90 armored vehicles and 380 vehicles.Azerbaijan and Armenia signed on Monday, under the auspices of Russia, an agreement for ""a total ceasefire"" in Nagorno-Karabakh.Turkey has already welcomed Azerbaijan's ""significant gains"" against Armenia in Nagorno-Karabakh.""Azerbaijan has made significant gains in the field and at the negotiating table. I warmly congratulate [the Azeris] on their success,"" said Turkish Foreign Minister Mevlüt Cavusoglu in a message posted on Twitter.""With our brothers in Azerbaijan, we will continue to be one nation and one heart,"" he added, reiterating Turkey's support for Baku.Iran welcomed the agreement reached in the Nagorno-Karabakh enclave, South Caucasus, and reiterated its demand for the withdrawal of ""all foreign fighters"" from this region close to its border.""Iran welcomes the agreement between the Republic of Azerbaijan, the Republic of Armenia and the Russian Federation that led to a ceasefire,"" said a statement from the Iranian Ministry of Foreign Affairs.Tehran intends that this truce ""materialize in definitive measures that will allow a lasting peace to be established in the Caucasus in order to allow the return of calm and prosperity for the populations of all countries in the region and that will contribute to appease current concerns"", he adds. the text.";A
PT;Azerbaijan government says Armenia attacked several civilian targets in armed conflict;"Armenia attacked several civilian targets on Sunday morning, including the cities of Tartar, Horadiz and Ganja, the second most important city in Azerbaijan, the Azerbaijan government said.""Armenia has launched rockets on Ganja. Armenian armed forces deliberately attack the cities of Tartar and Horadiz with heavy artillery and rocket systems. There have also been rocket attacks on cities in the regions of Fuzuli and Jabrail,"" said the Azerbaijan Presidency adviser. , Hikmet Hajiyev.According to the senior Azerbaijan official, ""several civilians have been killed or injured as a result of these attacks"".";A
PT;Armenia says ready for mediation and ceasefire in conflict zone with Azerbaijan;"Armenia said on Friday it was ready to work with the mediation group made up of Russia, the United States and France to adopt a ceasefire in Nagorno-Karabakh, where Azerbaijan faces separatists supported by Yerevan.""We are ready to join the countries that preside over the OSCE Minsk Group [Organization for Security and Cooperation in Europe] to restore a ceasefire based on the 1994-1995 agreements,"" said the Armenian diplomacy, in a statement. .The presidents of Russia, Vladimir Putin, USA, Donald Trump, and France, Emmanuel Macron, on Thursday called on Azerbaijan and Armenia to cease hostilities through an immediate ceasefire, particularly in the separatist enclave of Nagorno -Karabakh, fighting scene since last Sunday.";A
PT;Armenia accuses Azerbaijan of extending conflict territory beyond breakaway enclave;"The Armenian Ministry of Foreign Affairs accused Azerbaijan on Tuesday of attacking the city of Vardenis, thus extending the armed confrontation between the two countries beyond the separatist enclave of Nagorno-Karabakh.""Ignoring the insistent requests of the international community to cease war actions, Azerbaijan extends the combat zone with military and political support from Turkey to the Armenian territories,"" the Armenian diplomacy denounced this Tuesday, in a statement released on the social network Facebook.The Armenian Government accuses the Azerbaijani Armed Forces of attacking ""military and civilian targets in the Vardenis region"" in the east of the country in an operation that killed a civilian.";E
PT;Fighting between Azerbaijan and Armenian separatists has claimed 39 lives. Know the details of the conflict;"Azerbaijan on Sunday launched a counteroffensive against Armenian separatists in the Nagorno-Karabakh region after an attack by separatists. The Armenian government, which supports the separatist cause, reported on Sunday that two Azerbaijan helicopters had been shot down, starting hostilities that have already claimed 31 lives.According to the authorities of the separatist territory, the number of their soldiers killed since the start of the fighting on Sunday rose to 32. To these soldiers are added seven civilian victims, five Azeris (the inhabitants of Azerbaijan) and two Armenians.Azerbaijan President Ilham Aliev on Monday decreed a partial mobilization in the country due to increased tensions in the Nagorno-Karabakh enclave, where fighting between Azerbaijani and Armenian forces took place on Sunday.Aliev on Sunday decreed martial law across the country and curfew in some cities, following the conflict in the Azerbaijan breakaway region of Armenia, which has claimed 39 lives, including seven civilians.Nagorny Karabakh is a breakaway region in Azerbaijan, populated mainly by Armenians and supported by Armenia, having been a stage of war in the 90s. 30,000 people died at the time and since then there have been regular clashes in the region, with talks peace in an impasse for several years. In 2016, serious armed clashes almost degenerated into a war in Karabakh.""Earlier this morning, the Azerbaijan side launched bomb attacks along the entire contact line. They are also bombing Stepanakert (the capital). We ask the population to protect themselves,"" said the spokesman for the separatist presidency on his page. from the social network Facebook on Sunday.";N
RO;Nagorno-Karabakh conflict, Armenia's perspective: Turkey brings Islamists from Syria and wants to provoke a reaction from Russia;"Nagorno-Karabakh is the most significant conflict in the Caucasus and the most dangerous unresolved situation that arose after the collapse of the Soviet Union. There is war again in the region, and greater powers are indirectly involved in the dispute between Armenia and Azerbaijan. Leaders from all over the world are calling for an end to hostilities, and the most vocal are Trump, Putin and Macron, the representatives of the countries responsible for coordinating peace talks between the parties.In an interview with Digi24, Serghey Minasyan, Armenia's ambassador to Bucharest, explains this conflict from his country's perspective.Nagorno-Karabakh, the creation of StalinNagorno-Karabakh is Stalin's creation, from his time as commissioner for nationalities in the Soviet Union. When Azerbaijan was taken over by the Bolsheviks in 1920, they needed public support, so they promised The Karabah of Armenia. Because they had to reassure Turkey, the main friend and partner of the Azerbaijanis, they agreed that Azerbaijan would still be in control of the region. Before the collapse of the USSR, Armenians in Nagorno-Karabakh sent a petition to Moscow calling for union with Armenia. The situation escalated after the former Soviet states became independent and turned into a full-blown war, with tens of thousands of victims and hundreds of thousands of refugees. It all lasted until 1994, when the parties concluded a truce. It's just that a frozen problem isn't a solved one, so there's fighting going on again in the region.Reasons for the resumption of the nagorno-Karabakh warCristina Cileacu: There is an ongoing war between Armenia and Azerbaijan, in the Nagorno-Karabakh enclave, which is officially owned by Azerbaijan but is run by ethnic Armenians. Why did this conflict, frozen in 1994, resume now?Sergey Minasyan, Ambassador of Armenia to Romania: First, if we are talking about the Republic of Nagorno-Karabakh is a state entity that was established during the soviet Union period and after the fall of the USSR, a political entity appeared on this former Azerbaijani territory, that is, the current Nagorno-Karabakh Republic. You remember in the '90s there was a full-scale war. Since 1994 a trilateral relationship has been established between Nagorno-Karabakh, Azerbaijan and the Republic of Armenia, with the help of international mediators. Unfortunately, after this mid-1990s period, Azerbaijan's leadership was unable to succeed in direct negotiations with the people of Nagorno-Karabakh. The negotiating format was under the auspices of the OSCE, chaired by France, Russia and the US, but unfortunately the attempts were not successful, not because of the position of the international community, but because of the uncompromising position of the Azerbaijani leadership. It seems that The gas and oil revenues that Azerbaijan has had since the mid-2000s changed the calculations of the Azerbaijani leadership related to the nagorno-Karabakh conflict. They thought that if they bought a lot of sophisticated weapons from several countries, primarily from Israel...Cristina Cileacu: First of all, from Russia!Sergey Minasyan: Russia, you know, the amount of weapons bought by The Azeri from Russia is quite large. But why did I say Israel in the first place, because unfortunately, Israel has transferred the most sophisticated part of the armaments that the Azerbaijani side, with the help of Turkey, is now using on the front.Cristina Cileacu: Talk about drones.Sergey Minasyan: Drones and other types of missiles and weapons systems. Of course, the main idea of the Azerbaijani side was to try to change this military-political balance, through military power and technological superiority on the front lines.Armenia brings serious charges to TurkeyCristina Cileacu: So, sorry to interrupt, but what you're saying is that because they bought new weapons, they started the war again?Sergey Minasyan: It was a framework or a basis of the current situation. But now it's obvious what the trigger is and it's not something that comes down to the southern caucasus region. There are many statements, from the President of France, from the leadership of Russia, Iran, international observers, too, and they all say that the recent escalation came with the direct support of Turkey, and now we see that this is the first time that Turkey has actually been involved in the military and political process in the southern Caucasus.But the most important and disturbing indicator of this is that they support the transport of Islamist terrorist groups, especially from northern Syria, to Azerbaijan. We already have a lot of evidence about this, and the international community is also informed. And somehow it is also understandable, because it is part of what is called the ""long-term game"" that Turkey's leadership is playing, which is trying to use hybrid Turkish-style elements of war, that is, these terrorist militias, as it has done in many places in the Middle East, including Syria, Libya, and now we see that, with the support of Turkey, In Azerbaijan, Islamists have begun to emerge.What's Russia doing?Turkish President Recep Erdogan's statements about the resumed conflict in Nagorno-Karabakh have raised many questions among the international community, especially because of the moves Turkey has made in recent years in northern Syria, Libya and the Mediterranean through its recent dispute with Greece. The leader in Ankara is now seen as the author of the resumption of this war. On the other hand, the main voice calling for calm and the resumption of negotiations is Russia's, through President Putin.Cristina Cileacu: We are back to this subject, but let us talk a little bit about the interventions of the leaders of Turkey and Russia. Erdogan's position was clear, he argues Azerbaijan, because of course the Azeri are a Muslim population. Russia, on the other hand, intervened to calm the situation. How much does it matter to the parties to the conflict, I mean of course Armenia and Azerbaijan, the two interventions?Sergey Minasyan: Sometimes from the outside it is seen as a kind of war through intermediaries, between Turkey and Russia. But in reality it's not. Of course, in the case of Turkey we see direct involvement. On the other hand, in the case of Russia we have a different situation, because they are not just a regional and global power for this conflict, they are also one of the three presidents of the OSCE negotiating group in Minsk, together with the US and France. So we can't talk about any direct Russian involvement with Armenia. Political and military cooperation are formed, including the transfer of weapons and military equipment. But Russia's official position is that it is trying to maintain a kind of neutrality towards Armenia and Azerbaijan. But of course, if a broader framework for this conflict is to be reached, for example, if Turkey decides to be directly involved against the Republic of Armenia, I believe that not only Russia, but also other members of the international community, including other regional powers, will make their point.Until the conflict is over, the international community considers Nagorno-Karabakh as part of Azerbaijan. Leaders of the OSCE group in Minsk, the US, Russia and France, who support negotiations for a peaceful solution for the region, reacted quickly and called for a ceasefire.Cristina Cileacu: Is Turkey really present in Azerbaijan? Wouldn't that be a very big step that Russia would not tolerate?Sergey Minasyan: Since the last military exercises in Azerbaijan, some of the military aircraft, as well as some of the Turkish military, have remained in Azerbaijan. So we can talk about direct involvement of Turkish instructors and officers on the Azerbaijani side on the Nagorno-Karabakh front. However, it is understandable if there were a reaction from the north, moreover, the emergence and activation of Turkey in the Caucasus, in Nagorno-Karabakh, is actually aimed at provoking a reaction from Moscow, perhaps to discuss other geopolitical issues elsewhere, in the Middle East or the Mediterranean. Syrian mercenaries also fight in Nagorno-KarabakhAre or are there not involved in the war in Nagono-Karabah mercenary fighters brought from Syria? I am, but who brought them? Depends on who you ask, because each of the two fighting sides, Armenia and Azerbaijan, has a different perspective.Cristina Cileacu: During a war, both parties involved usually use propaganda. It's also a weapon that's used in a war. Let's go back a little bit to the presence of Middle Eastern fighters, militias in the region. You said that Turkey has brought militia fighters from Syria, on the other hand the Aizean say that Russia has brought Syrian-Armenians, it is a large armenian community living in Syria, to fight on the front there. So what's it really like?Sergey Minasyan: Evidence of the presence of Islamist militias on the Azerbaijani side was accepted not only on the Armenian side. When the information comes from the President of France, for example, or you see the same kind of statements in the official statements of the Russian Foreign Minister or officials in Iran or even military sources in the US, and this topic is discussed by the leadership of Armenia with leaders from Germany, Russia or others, it follows that it is a situation that makes sense and that we see on the ground. About what the Azeri said about the armenian-Syrianpresence, maybe they're Armenians from Lebanon, from Russia, as the Azerbaijanis outside their country would like to return to Azerbaijan, but I didn't see that happening. But things are not about using Islamist groups that are on the UN's list of terrorist organizations. Here the situation is completely different. There's no evidence from the Azenes of any group of middle Eastern volunteers with the Armenians.What does Armenia want from this war?Cristina Cileacu: War is very complicated for the public. In the case of the Azeans, they were clear that they wanted the Armenians to leave Nagorno-Karabakh. What does Armenia want from this war?Sergey Minasyan: Armenia, the Republic of Armenia and the people of Nagorno-Karabakh, as an unrecognized entity living in the conflict zone, want peace. They want direct negotiations with the Azerbaijani side to try to resolve this situation, because we have talked so far about the political, military, diplomatic and geopolitical dimension of this conflict, but the most tragic thing we see is that every day soldiers and civilians die. On the fifth or sixth day of this conflict, the Azerbaijani side began bombing the capital Nagorno-Karabakh, Stepanakert. A lot of civilians died. Of course, this has led to a reaction from the authorities in Nagorno-Karabakh and we are witnessing a new round of intensification of the fighting. So we should think about civilians, we should think about how to move forward and end the fighting through direct negotiations between the Nagorno-Karabakh Republic and Azerbaijan. On the front we see these battles, but we should consider how, with the help of the international community, it would be possible for the parties involved to reach a stable truce and try to resolve this confict, so that it does not end up being a burden for future generations.Cristina Cileacu: It is a solution proposed by Ilham Aliyev, president of Azerbaijan, who said that to start negotiations it is only necessary for Armenia to withdraw its troops from Nagorno-Karabakh. How about that?Sergey Minasyan: First, there are no Armenian troops in the region. Second, as I said at the beginning of our discussion, the real problem of the Azerbaijani leadership is that it wants everything without demonstrating that it is ready to compromise. If you say that Armenia should withdraw its troops from Nagorno-Karabakh, it also means that the entire Armenian population should leave Nagorno-Karabakh. This is not a proposal, it is just an ultimatum that cannot be taken into account either by Armenia or by the Nagorno-Karabakh Republic.Iran, a worried and neutral neighborIran is very careful about what is happening in Nagorno-Karabakh, because basically the war is on its border, but officially it is not on the side of any combatant. President Hassan Rouhani has also joined voices calling for a ceasefire. At the same time, in Iran, the population of Azerbaijani origins is protesting and asking for support for Azerbaijan.Cristina Cileacu: You mentioned earlier Iran, neighbor to both countries involved in the conflict, but in Iran there are also protests that support the Azerbaijani side. How do you see this position of Iran, which is also a major player in the region, not just Turkey.Sergey Minasyan: Iran is a major player not only in our region, but in a wider region, and it is a known thing. Yes, Iran is a multinational country and because of this Iran's position is quite clear and they have already had a statement in response to bringing terrorist groups directly to Iran's northern border. I understand that the leaders of Iran are trying to be ready for any kind of surprise from the north, I mean the Azerbaijani side. They also had a statement condemning the party that wants to involve these Islamist groups in the region, and I think it's clear to whom the message was addressed.An island of democracy surrounded by autocratsCristina Cileacu: Your country went through a revolution two years ago and is now trying to develop as a democracy. But if we look around it it is surrounded by fewer democracies and more autocrats. Including this conflict are involved three autocrats: Ilham Aliyev, Vladimir Putin and Recep Tayyip Erdogan. Do you see this as an attack on Armenia's democracy?Sergey Minasyan: The day before the start of the war, the Prime Minister of Armenia gave an interview in which he spoke about his previous talks with Ilham Aliyev, held immediately after the Revolution (n.r. from Armenia) and said that during these talks Ilham Aliyev asked him not to play the book of the revolution in negotiations, because there were rumors in both countries that this revolutionary wave could have reached Azerbaijan. That's why, from this perspective, I think it's obvious that when we talk about the neighbouring country ruled by a dynasty of almost 60 years, because, you know, the current Azerbaijani president is the son of the former KGB general.Cristina Cilacu: Heidar Aliyev, yes.Sergey Minasyan: The former leader of the Political Bureau, who was the leader of Soviet Azerbaijan in the mid-1960s, so we're talking about something totally different. I should also say about Armenia's success at the front, including the Nagorno-Karabakh army in maintaining its position on the front line, because after 10 days of conflict, the Azerbaijani side has failed to do much. And this was made possible by the revolutionary enthusiasm that came after the Velvet Revolution in April-May 2018.";N
RO;Armenia and Azerbaijan accuse each other of violating the newly concluded peace agreement;"The Nagorno-Karabakh ceasefire agreement appears to be a hard promise to keep. Within half an hour of its entry into force, the forces of Armenia and Azerbaijan resumed bombing. As usual, the two sides accuse each other of a breach of the deal, which comes after two weeks of fighting, according to CNN.At a news conference in Baku, Hikmet Hajiev, an adviser to Azerbaijani President Ilham Alimev, accused Armenia of ""violating"" the agreed conditions.""Azerbaijan has no claims to the territory of any other state. If Armenia continues its challenges, Azerbaijan mustrespond,"" hesaid.Armenia denied violating the agreement, saying it was an ""invention"". Instead, he claimed that Azerbaijani forces had attacked the city of Hadrut.""The statement of Azerbaijan's Ministry of Defence is another invention, said aspokesman for the Armenian Ministry of Defence.The agreement was reached last night in Moscowat the end of ten hours of talks. Mediated by Russia, France and the United States, it provides, among other things, for prisoner exchanges between the two parties.The weapons will be temporarily silent to allow the exchange of prisoners of war, the movement of other persons and the recovery of the bodies of those killed, according to the criteria of the International Committee of the Red Cross, but the ""specific parameters"" of the implementation of the ceasefire agreement were to be agreed after the conclusion of the discussions sponsored by Sergei Lavrov.Armenia and Azerbaijan have also reached an agreement to start ""substantial negotiations"" for a peaceful resolution of the conflict, with the mediation of the co-chairs of the Minsk Group of the Organisation for Security and Cooperation in Europe (OSCE).The Nagorno-Karabakh region is an administrative part of Azerbaijan, but is inhabited mostly by Armenians. The two countries have faced each other several times in recent decades without reaching a compromise.The official death toll on Friday indicated more than 400 dead, including 22 Armenian civilians and 31 Azerbaijanis. But there is unreliable data, and in reality it could be much higher, with each side claiming to have eliminated thousands of enemy soldiers.";N
RO;Moment a rocket hits a car-driven road in Nagorno Karabah;"Cctv footage recently posted on social media shows a missile hitting a bridge near Asagi Sus, in the Nagorno Karabah region, where the toughest fighting between Armenian and Azerbaijani forcesin recent years is taking place. The video shows the rocket exploding just a few dozen metres in front of a car that was about to fire the bridge.The clip was broadcast on Twitter on October 2, a week after the 40-year-old conflict in the area was re-emergenceed. So far, both Armenians and Azenes have suffered significant casualties in human and combat techniques in recent days.According to The Drive and Jerusalem Post, the rocket, pulled by The Azeri on the access road between Armenia and Nagorno Karabah, is Israeli-made.More specifically, it would be a precision missile LORA (LOng Range Attack), with a range of 400 kilometers, capable of carrying a load of 570 kilograms of explosive, with sub-monms, or of the ""bunker buster"" type. The missile has a ""probable circular error"" of 10 meters.According to the Jerusalem Post, Azerbaijan is the only country to which Israel has supplied Ula missiles, as part of an agreement reached between the two countries in 2018.";N
